aflrun_seed_10/default/pacfix.log:[valuation] [dry-run] [val default/memory/neg/id:000001] [file /home/yuntong/vulnfix/data/libtiff/cve_2016_5321/aflrun_seed_10/default/queue/id:000000,time:0,execs:0,orig:exploit] [time 147]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001302] [file memory/input/pos_001302_src:001164,time:4454620,execs:687218,op:run-havoc,rep:4] [time 4454620]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001303] [file memory/input/pos_001303_src:001204,time:4459155,execs:687960,op:run-havoc,rep:4] [time 4459155]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001304] [file memory/input/pos_001304_src:001204+000790,time:4467264,execs:689046,op:run-splice,rep:8] [time 4467264]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001305] [file memory/input/pos_001305_src:001204+000125,time:4470271,execs:689439,op:run-splice,rep:4] [time 4470271]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001306] [file memory/input/pos_001306_src:001204+000125,time:4470470,execs:689452,op:run-splice,rep:2] [time 4470470]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001307] [file memory/input/pos_001307_src:001204+000125,time:4470625,execs:689458,op:run-splice,rep:4] [time 4470625]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001308] [file memory/input/pos_001308_src:001204+000363,time:4472288,execs:689740,op:run-splice,rep:4] [time 4472289]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001309] [file memory/input/pos_001309_src:001204+000037,time:4474014,execs:689899,op:run-splice,rep:8] [time 4474015]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001310] [file memory/input/pos_001310_src:001201,time:4478407,execs:690451,op:run-havoc,rep:4] [time 4478407]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001311] [file memory/input/pos_001311_src:001201,time:4479212,execs:690512,op:run-havoc,rep:4] [time 4479212]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001312] [file memory/input/pos_001312_src:001201,time:4482997,execs:690835,op:run-havoc,rep:2] [time 4482997]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001313] [file memory/input/pos_001313_src:001201,time:4483471,execs:690879,op:run-havoc,rep:4] [time 4483471]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001314] [file memory/input/pos_001314_src:001201,time:4484662,execs:690977,op:run-havoc,rep:2] [time 4484663]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001315] [file memory/input/pos_001315_src:001207,time:4496177,execs:692628,op:run-havoc,rep:4] [time 4496177]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001316] [file memory/input/pos_001316_src:001207,time:4496462,execs:692654,op:run-havoc,rep:2] [time 4496462]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001317] [file memory/input/pos_001317_src:001207,time:4496993,execs:692734,op:run-havoc,rep:2] [time 4496994]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001318] [file memory/input/pos_001318_src:001207,time:4497388,execs:692769,op:run-havoc,rep:4] [time 4497388]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001319] [file memory/input/pos_001319_src:001207,time:4499076,execs:692862,op:run-havoc,rep:4] [time 4499076]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001320] [file memory/input/pos_001320_src:001207,time:4500065,execs:692954,op:run-havoc,rep:2] [time 4500066]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001321] [file memory/input/pos_001321_src:001207,time:4502843,execs:693203,op:run-havoc,rep:2] [time 4502843]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001322] [file memory/input/pos_001322_src:000868,time:4509532,execs:694607,op:run-havoc,rep:4] [time 4509532]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001323] [file memory/input/pos_001323_src:000868,time:4511243,execs:694858,op:run-havoc,rep:4] [time 4511243]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001324] [file memory/input/pos_001324_src:000868,time:4513107,execs:695006,op:run-havoc,rep:2] [time 4513107]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001325] [file memory/input/pos_001325_src:000868+001165,time:4514559,execs:695224,op:run-splice,rep:4] [time 4514559]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001326] [file memory/input/pos_001326_src:000868+001111,time:4516893,execs:695610,op:run-splice,rep:2] [time 4516893]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001327] [file memory/input/pos_001327_src:001198,time:4518665,execs:696052,op:run-havoc,rep:8] [time 4518665]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001328] [file memory/input/pos_001328_src:001198,time:4518772,execs:696063,op:run-havoc,rep:4] [time 4518772]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001329] [file memory/input/pos_001329_src:001198,time:4519336,execs:696106,op:run-havoc,rep:8] [time 4519336]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001330] [file memory/input/pos_001330_src:001198,time:4519789,execs:696174,op:run-havoc,rep:4] [time 4519789]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001331] [file memory/input/pos_001331_src:001198,time:4519892,execs:696183,op:run-havoc,rep:2] [time 4519892]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001332] [file memory/input/pos_001332_src:001198,time:4520846,execs:696262,op:run-havoc,rep:4] [time 4520846]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001333] [file memory/input/pos_001333_src:001198,time:4521230,execs:696296,op:run-havoc,rep:2] [time 4521230]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001334] [file memory/input/pos_001334_src:001198,time:4524071,execs:696573,op:run-havoc,rep:4] [time 4524071]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001335] [file memory/input/pos_001335_src:001198,time:4524530,execs:696638,op:run-havoc,rep:2] [time 4524530]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001336] [file memory/input/pos_001336_src:001198+000008,time:4532357,execs:697674,op:run-splice,rep:4] [time 4532357]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001337] [file memory/input/pos_001337_src:000820,time:4537836,execs:698253,op:run-havoc,rep:4] [time 4537855]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001338] [file memory/input/pos_001338_src:000820,time:4537979,execs:698257,op:run-havoc,rep:2] [time 4537979]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001339] [file memory/input/pos_001339_src:000914,time:4542391,execs:699257,op:run-havoc,rep:8] [time 4542392]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001340] [file memory/input/pos_001340_src:000914,time:4544205,execs:699414,op:run-havoc,rep:8] [time 4544205]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001341] [file memory/input/pos_001341_src:000914,time:4544445,execs:699438,op:run-havoc,rep:2] [time 4544445]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001342] [file memory/input/pos_001342_src:000914+000632,time:4548157,execs:699973,op:run-splice,rep:2] [time 4548157]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001343] [file memory/input/pos_001343_src:000914+000387,time:4550734,execs:700343,op:run-splice,rep:4] [time 4550734]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001344] [file memory/input/pos_001344_src:001206,time:4551897,execs:700485,op:run-havoc,rep:2] [time 4551897]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001345] [file memory/input/pos_001345_src:001206,time:4552180,execs:700517,op:run-havoc,rep:4] [time 4552180]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001346] [file memory/input/pos_001346_src:001206,time:4553229,execs:700644,op:run-havoc,rep:4] [time 4553229]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001347] [file memory/input/pos_001347_src:001206+000040,time:4555252,execs:700908,op:run-splice,rep:2] [time 4555252]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001348] [file memory/input/pos_001348_src:000831,time:4559674,execs:701385,op:run-havoc,rep:4] [time 4559674]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001349] [file memory/input/pos_001349_src:000831,time:4560119,execs:701442,op:run-havoc,rep:2] [time 4560120]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001350] [file memory/input/pos_001350_src:000831+000565,time:4567928,execs:702221,op:run-splice,rep:2] [time 4567928]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001351] [file memory/input/pos_001351_src:000871,time:4572095,execs:702918,op:run-havoc,rep:2] [time 4572095]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001352] [file memory/input/pos_001352_src:000711,time:4574726,execs:703424,op:run-havoc,rep:4] [time 4574726]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001353] [file memory/input/pos_001353_src:000711,time:4575853,execs:703525,op:run-havoc,rep:2] [time 4575853]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001354] [file memory/input/pos_001354_src:000711,time:4578416,execs:703788,op:run-havoc,rep:2] [time 4578416]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001355] [file memory/input/pos_001355_src:000711+000170,time:4579233,execs:703847,op:run-splice,rep:2] [time 4579233]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001356] [file memory/input/pos_001356_src:000711+001117,time:4582810,execs:704003,op:run-splice,rep:2] [time 4582810]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001357] [file memory/input/pos_001357_src:000684,time:4587372,execs:704611,op:run-havoc,rep:2] [time 4587372]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001358] [file memory/input/pos_001358_src:000684,time:4587635,execs:704639,op:run-havoc,rep:2] [time 4587635]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001359] [file memory/input/pos_001359_src:001217,time:4596806,execs:705601,op:run-havoc,rep:2] [time 4596806]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001360] [file memory/input/pos_001360_src:000989,time:4602862,execs:706302,op:run-havoc,rep:2] [time 4602862]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001361] [file memory/input/pos_001361_src:000989+000336,time:4604131,execs:706442,op:run-splice,rep:2] [time 4604134]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001362] [file memory/input/pos_001362_src:001152+000400,time:4611303,execs:707119,op:run-splice,rep:2] [time 4611303]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001363] [file memory/input/pos_001363_src:001116,time:4616419,execs:708033,op:run-havoc,rep:2] [time 4616419]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001364] [file memory/input/pos_001364_src:001033,time:4619119,execs:708581,op:run-havoc,rep:2] [time 4619120]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001365] [file memory/input/pos_001365_src:001033+000616,time:4621315,execs:708823,op:run-splice,rep:2] [time 4621319]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001366] [file memory/input/pos_001366_src:001174,time:4623096,execs:709135,op:run-havoc,rep:4] [time 4623097]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001367] [file memory/input/pos_001367_src:001174,time:4623363,execs:709150,op:run-havoc,rep:2] [time 4623363]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001368] [file memory/input/pos_001368_src:000960,time:4628200,execs:709786,op:run-havoc,rep:8] [time 4628200]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001369] [file memory/input/pos_001369_src:000960,time:4628396,execs:709811,op:run-havoc,rep:4] [time 4628396]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/neg/id:000021] [file memory/input/neg_000021_src:000912,time:4641176,execs:712586,op:run-havoc,rep:4] [time 4641176]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001370] [file memory/input/pos_001370_src:000912,time:4641835,execs:712664,op:run-havoc,rep:2] [time 4641835]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001371] [file memory/input/pos_001371_src:000912+000654,time:4648748,execs:713518,op:run-splice,rep:2] [time 4648748]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001372] [file memory/input/pos_001372_src:000912+000144,time:4652152,execs:713771,op:run-splice,rep:4] [time 4652152]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/neg/id:000022] [file memory/input/neg_000022_src:000912+000392,time:4653896,execs:713971,op:run-splice,rep:2] [time 4653896]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001373] [file memory/input/pos_001373_src:001217,time:4656486,execs:714183,op:run-havoc,rep:2] [time 4656486]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001374] [file memory/input/pos_001374_src:001217+000608,time:4662822,execs:714994,op:run-splice,rep:4] [time 4662822]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001375] [file memory/input/pos_001375_src:001217+000397,time:4665444,execs:715475,op:run-splice,rep:2] [time 4665444]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001376] [file memory/input/pos_001376_src:001217+000609,time:4668288,execs:715978,op:run-splice,rep:2] [time 4668288]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001377] [file memory/input/pos_001377_src:001217+000609,time:4668656,execs:715994,op:run-splice,rep:2] [time 4668656]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001378] [file memory/input/pos_001378_src:000962,time:4671412,execs:716286,op:run-havoc,rep:2] [time 4671412]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001379] [file memory/input/pos_001379_src:000962,time:4674485,execs:716491,op:run-havoc,rep:2] [time 4674485]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001380] [file memory/input/pos_001380_src:000962,time:4674567,execs:716502,op:run-havoc,rep:2] [time 4674568]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001381] [file memory/input/pos_001381_src:000962,time:4674894,execs:716531,op:run-havoc,rep:2] [time 4674894]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001382] [file memory/input/pos_001382_src:000962,time:4675640,execs:716580,op:run-havoc,rep:2] [time 4675640]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001383] [file memory/input/pos_001383_src:000962+000569,time:4681848,execs:717483,op:run-splice,rep:4] [time 4681848]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001384] [file memory/input/pos_001384_src:000962+000569,time:4682056,execs:717498,op:run-splice,rep:8] [time 4682056]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001385] [file memory/input/pos_001385_src:001079,time:4695154,execs:719200,op:run-havoc,rep:4] [time 4695154]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001386] [file memory/input/pos_001386_src:001079+001088,time:4701715,execs:719941,op:run-splice,rep:4] [time 4701715]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001387] [file memory/input/pos_001387_src:001090,time:4703166,execs:720225,op:run-havoc,rep:2] [time 4703166]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001388] [file memory/input/pos_001388_src:001090,time:4703402,execs:720244,op:run-havoc,rep:2] [time 4703402]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001389] [file memory/input/pos_001389_src:001090,time:4704973,execs:720412,op:run-havoc,rep:2] [time 4704973]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001390] [file memory/input/pos_001390_src:001090,time:4706267,execs:720530,op:run-havoc,rep:4] [time 4706267]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001391] [file memory/input/pos_001391_src:001090,time:4706447,execs:720565,op:run-havoc,rep:2] [time 4706447]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001392] [file memory/input/pos_001392_src:001090+000191,time:4708353,execs:720817,op:run-splice,rep:2] [time 4708353]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001393] [file memory/input/pos_001393_src:001090+000564,time:4714277,execs:721298,op:run-splice,rep:4] [time 4714277]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001394] [file memory/input/pos_001394_src:000771,time:4725796,execs:722499,op:run-havoc,rep:8] [time 4725803]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001395] [file memory/input/pos_001395_src:000771,time:4726030,execs:722510,op:run-havoc,rep:8] [time 4726030]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001396] [file memory/input/pos_001396_src:000771,time:4727819,execs:722665,op:run-havoc,rep:4] [time 4727819]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001397] [file memory/input/pos_001397_src:001228,time:4733767,execs:723517,op:run-havoc,rep:2] [time 4733767]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001398] [file memory/input/pos_001398_src:001228,time:4733945,execs:723537,op:run-havoc,rep:2] [time 4733945]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001399] [file memory/input/pos_001399_src:001228+000662,time:4739422,execs:724086,op:run-splice,rep:4] [time 4739422]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001400] [file memory/input/pos_001400_src:001225,time:4740387,execs:724212,op:run-havoc,rep:4] [time 4740387]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001401] [file memory/input/pos_001401_src:001110,time:4741537,execs:724468,op:run-havoc,rep:2] [time 4741537]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001402] [file memory/input/pos_001402_src:001238,time:4750011,execs:725767,op:run-havoc,rep:4] [time 4750011]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001403] [file memory/input/pos_001403_src:001143+000105,time:4755112,execs:726549,op:run-splice,rep:2] [time 4755116]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001404] [file memory/input/pos_001404_src:001143+000464,time:4756135,execs:726723,op:run-splice,rep:2] [time 4756135]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001405] [file memory/input/pos_001405_src:001143+000383,time:4756485,execs:726744,op:run-splice,rep:8] [time 4756485]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001406] [file memory/input/pos_001406_src:001143+000383,time:4756705,execs:726749,op:run-splice,rep:2] [time 4756705]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001407] [file memory/input/pos_001407_src:001134,time:4763170,execs:727688,op:run-havoc,rep:2] [time 4763170]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001408] [file memory/input/pos_001408_src:001134,time:4763469,execs:727722,op:run-havoc,rep:4] [time 4763469]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001409] [file memory/input/pos_001409_src:001141,time:4768926,execs:728313,op:run-havoc,rep:4] [time 4768926]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001410] [file memory/input/pos_001410_src:001235,time:4775068,execs:729358,op:run-havoc,rep:4] [time 4775068]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001411] [file memory/input/pos_001411_src:000819,time:4780034,execs:730101,op:run-havoc,rep:8] [time 4780034]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001412] [file memory/input/pos_001412_src:001230,time:4781993,execs:730428,op:run-havoc,rep:2] [time 4781993]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001413] [file memory/input/pos_001413_src:000844,time:4785573,execs:731180,op:run-havoc,rep:4] [time 4785573]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001414] [file memory/input/pos_001414_src:000782+000110,time:4792819,execs:732683,op:run-splice,rep:8] [time 4792819]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001415] [file memory/input/pos_001415_src:001206+000026,time:4796413,execs:733405,op:run-splice,rep:2] [time 4796413]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001416] [file memory/input/pos_001416_src:000722,time:4800717,execs:734216,op:run-havoc,rep:2] [time 4800717]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001417] [file memory/input/pos_001417_src:001113,time:4801176,execs:734278,op:run-havoc,rep:2] [time 4801176]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001418] [file memory/input/pos_001418_src:001049,time:4806099,execs:735091,op:run-havoc,rep:4] [time 4806099]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001419] [file memory/input/pos_001419_src:000961+001196,time:4809843,execs:735584,op:run-splice,rep:2] [time 4809843]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001420] [file memory/input/pos_001420_src:001043,time:4810025,execs:735600,op:run-havoc,rep:2] [time 4810025]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001421] [file memory/input/pos_001421_src:001228,time:4821442,execs:737693,op:run-havoc,rep:2] [time 4821442]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001422] [file memory/input/pos_001422_src:001228,time:4823531,execs:737786,op:run-havoc,rep:4] [time 4823531]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001423] [file memory/input/pos_001423_src:001228,time:4824006,execs:737815,op:run-havoc,rep:4] [time 4824006]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001424] [file memory/input/pos_001424_src:001228,time:4824271,execs:737848,op:run-havoc,rep:2] [time 4824272]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001425] [file memory/input/pos_001425_src:001228,time:4825122,execs:737897,op:run-havoc,rep:4] [time 4825122]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001426] [file memory/input/pos_001426_src:001228,time:4825988,execs:737965,op:run-havoc,rep:4] [time 4825988]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001427] [file memory/input/pos_001427_src:001228,time:4827612,execs:738120,op:run-havoc,rep:2] [time 4827612]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001428] [file memory/input/pos_001428_src:001228,time:4832767,execs:738423,op:run-havoc,rep:8] [time 4832767]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001429] [file memory/input/pos_001429_src:001228+000509,time:4835156,execs:738565,op:run-splice,rep:2] [time 4835156]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001430] [file memory/input/pos_001430_src:001141,time:4845835,execs:740242,op:run-havoc,rep:4] [time 4845835]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001431] [file memory/input/pos_001431_src:001141,time:4849183,execs:740651,op:run-havoc,rep:4] [time 4849190]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001432] [file memory/input/pos_001432_src:001141,time:4850927,execs:740780,op:run-havoc,rep:4] [time 4850927]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001433] [file memory/input/pos_001433_src:001141+001194,time:4853400,execs:741251,op:run-splice,rep:4] [time 4853400]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001434] [file memory/input/pos_001434_src:001141+001194,time:4853578,execs:741269,op:run-splice,rep:8] [time 4853578]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001435] [file memory/input/pos_001435_src:001238,time:4857612,execs:742085,op:run-havoc,rep:2] [time 4857612]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001436] [file memory/input/pos_001436_src:001238,time:4857778,execs:742092,op:run-havoc,rep:4] [time 4857778]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001437] [file memory/input/pos_001437_src:001238,time:4861265,execs:742351,op:run-havoc,rep:2] [time 4861265]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001438] [file memory/input/pos_001438_src:001238,time:4864130,execs:742718,op:run-havoc,rep:2] [time 4864130]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001439] [file memory/input/pos_001439_src:000986,time:4874371,execs:744245,op:run-havoc,rep:2] [time 4874374]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001440] [file memory/input/pos_001440_src:000986,time:4874787,execs:744302,op:run-havoc,rep:2] [time 4874787]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001441] [file memory/input/pos_001441_src:000986+000303,time:4878530,execs:745085,op:run-splice,rep:2] [time 4878531]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001442] [file memory/input/pos_001442_src:001235,time:4879941,execs:745212,op:run-havoc,rep:4] [time 4879941]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001443] [file memory/input/pos_001443_src:001235,time:4882035,execs:745409,op:run-havoc,rep:4] [time 4882035]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001444] [file memory/input/pos_001444_src:001235+000386,time:4882651,execs:745519,op:run-splice,rep:2] [time 4882651]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001445] [file memory/input/pos_001445_src:001235+000411,time:4883541,execs:745673,op:run-splice,rep:2] [time 4883541]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001446] [file memory/input/pos_001446_src:000759,time:4893792,execs:746693,op:run-havoc,rep:4] [time 4893792]
aflrun_seed_18/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:001447] [file memory/input/pos_001447_src:000759,time:4894382,execs:746790,op:run-havoc,rep:2] [time 4894382]
